node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
audible-books-and-originals.lgbtq.queer-fiction-audio-cover,audible-books-and-originals.lgbtq,L4,Queer Fiction Audio Cover,,queer-fiction-audio-cover,manual,,placeholder,queer fiction audio cover,cases/audible-books-and-originals/lgbtq/queer-fiction-audio-cover/,Derived product type
audible-books-and-originals.literature-and-fiction,audible-books-and-originals,L2,Literature & Fiction,文学与小说,literature-and-fiction,user_screenshot/manual,,planned,novel audiobook; literary fiction audiobook,cases/audible-books-and-originals/literature-and-fiction/,Generic examples only
audible-books-and-originals.literature-and-fiction.novel-audiobook,audible-books-and-originals.literature-and-fiction,L4,Novel Audiobook,,novel-audiobook,manual,,placeholder,novel audiobook,cases/audible-books-and-originals/literature-and-fiction/novel-audiobook/,Derived product type
audible-books-and-originals.literature-and-fiction.literary-fiction-audiobook,audible-books-and-originals.literature-and-fiction,L4,Literary Fiction Audiobook,,literary-fiction-audiobook,manual,,placeholder,literary fiction audiobook,cases/audible-books-and-originals/literature-and-fiction/literary-fiction-audiobook/,Derived product type
audible-books-and-originals.money-and-finance,audible-books-and-originals,L2,Money & Finance,金钱与金融,money-and-finance,user_screenshot/manual,,planned,personal finance audiobook; investing audiobook,cases/audible-books-and-originals/money-and-finance/,Generic examples only
audible-books-and-originals.money-and-finance.personal-finance-audiobook,audible-books-and-originals.money-and-finance,L4,Personal Finance Audiobook,,personal-finance-audiobook,manual,,placeholder,personal finance audiobook,cases/audible-books-and-originals/money-and-finance/personal-finance-audiobook/,Derived product type
audible-books-and-originals.money-and-finance.investing-audiobook,audible-books-and-originals.money-and-finance,L4,Investing Audiobook,,investing-audiobook,manual,,placeholder,investing audiobook,cases/audible-books-and-originals/money-and-finance/investing-audiobook/,Derived product type
audible-books-and-originals.mystery-thriller-and-suspense,audible-books-and-originals,L2,"Mystery, Thriller & Suspense",悬疑、惊悚与推理,mystery-thriller-and-suspense,user_screenshot/manual,,planned,mystery audiobook; thriller audio cover,cases/audible-books-and-originals/mystery-thriller-and-suspense/,Generic examples only
audible-books-and-originals.mystery-thriller-and-suspense.mystery-audiobook,audible-books-and-originals.mystery-thriller-and-suspense,L4,Mystery Audiobook,,mystery-audiobook,manual,,placeholder,mystery audiobook,cases/audible-books-and-originals/mystery-thriller-and-suspense/mystery-audiobook/,Derived product type
audible-books-and-originals.mystery-thriller-and-suspense.thriller-audio-cover,audible-books-and-originals.mystery-thriller-and-suspense,L4,Thriller Audio Cover,,thriller-audio-cover,manual,,placeholder,thriller audio cover,cases/audible-books-and-originals/mystery-thriller-and-suspense/thriller-audio-cover/,Derived product type
audible-books-and-originals.politics-and-social-sciences,audible-books-and-originals,L2,Politics & Social Sciences,政治与社会科学,politics-and-social-sciences,user_screenshot/manual,,planned,politics audiobook; sociology audio cover,cases/audible-books-and-originals/politics-and-social-sciences/,Generic examples only
audible-books-and-originals.politics-and-social-sciences.politics-audiobook,audible-books-and-originals.politics-and-social-sciences,L4,Politics Audiobook,,politics-audiobook,manual,,placeholder,politics audiobook,cases/audible-books-and-originals/politics-and-social-sciences/politics-audiobook/,Derived product type
audible-books-and-originals.politics-and-social-sciences.sociology-audio-cover,audible-books-and-originals.politics-and-social-sciences,L4,Sociology Audio Cover,,sociology-audio-cover,manual,,placeholder,sociology audio cover,cases/audible-books-and-originals/politics-and-social-sciences/sociology-audio-cover/,Derived product type
audible-books-and-originals.relationships-parenting-and-personal-development,audible-books-and-originals,L2,"Relationships, Parenting & Personal Development",关系、育儿与个人成长,relationships-parenting-and-personal-development,user_screenshot/manual,,planned,self-help audiobook; parenting audio guide,cases/audible-books-and-originals/relationships-parenting-and-personal-development/,Generic examples only
audible-books-and-originals.relationships-parenting-and-personal-development.self-help-audiobook,audible-books-and-originals.relationships-parenting-and-personal-development,L4,Self-Help Audiobook,,self-help-audiobook,manual,,placeholder,self-help audiobook,cases/audible-books-and-originals/relationships-parenting-and-personal-development/self-help-audiobook/,Derived product type
audible-books-and-originals.relationships-parenting-and-personal-development.parenting-audio-guide,audible-books-and-originals.relationships-parenting-and-personal-development,L4,Parenting Audio Guide,,parenting-audio-guide,manual,,placeholder,parenting audio guide,cases/audible-books-and-originals/relationships-parenting-and-personal-development/parenting-audio-guide/,Derived product type
audible-books-and-originals.religion-and-spirituality,audible-books-and-originals,L2,Religion & Spirituality,宗教与灵性,religion-and-spirituality,user_screenshot/manual,,planned,spirituality audiobook; meditation audio guide,cases/audible-books-and-originals/religion-and-spirituality/,Generic examples only
audible-books-and-originals.religion-and-spirituality.spirituality-audiobook,audible-books-and-originals.religion-and-spirituality,L4,Spirituality Audiobook,,spirituality-audiobook,manual,,placeholder,spirituality audiobook,cases/audible-books-and-originals/religion-and-spirituality/spirituality-audiobook/,Derived product type
audible-books-and-originals.religion-and-spirituality.meditation-audio-guide,audible-books-and-originals.religion-and-spirituality,L4,Meditation Audio Guide,,meditation-audio-guide,manual,,placeholder,meditation audio guide,cases/audible-books-and-originals/religion-and-spirituality/meditation-audio-guide/,Derived product type
audible-books-and-originals.romance,audible-books-and-originals,L2,Romance,爱情小说,romance,user_screenshot/manual,,planned,romance audiobook; romantic comedy audio cover,cases/audible-books-and-originals/romance/,Generic examples only
audible-books-and-originals.romance.romance-audiobook,audible-books-and-originals.romance,L4,Romance Audiobook,,romance-audiobook,manual,,placeholder,romance audiobook,cases/audible-books-and-originals/romance/romance-audiobook/,Derived product type
audible-books-and-originals.romance.romantic-comedy-audio-cover,audible-books-and-originals.romance,L4,Romantic Comedy Audio Cover,,romantic-comedy-audio-cover,manual,,placeholder,romantic comedy audio cover,cases/audible-books-and-originals/romance/romantic-comedy-audio-cover/,Derived product type
audible-books-and-originals.science-and-engineering,audible-books-and-originals,L2,Science & Engineering,科学与工程,science-and-engineering,user_screenshot/manual,,planned,popular science audiobook; engineering audio course,cases/audible-books-and-originals/science-and-engineering/,Generic examples only
audible-books-and-originals.science-and-engineering.popular-science-audiobook,audible-books-and-originals.science-and-engineering,L4,Popular Science Audiobook,,popular-science-audiobook,manual,,placeholder,popular science audiobook,cases/audible-books-and-originals/science-and-engineering/popular-science-audiobook/,Derived product type
audible-books-and-originals.science-and-engineering.engineering-audio-course,audible-books-and-originals.science-and-engineering,L4,Engineering Audio Course,,engineering-audio-course,manual,,placeholder,engineering audio course,cases/audible-books-and-originals/science-and-engineering/engineering-audio-course/,Derived product type
audible-books-and-originals.science-fiction-and-fantasy,audible-books-and-originals,L2,Science Fiction & Fantasy,科幻与奇幻,science-fiction-and-fantasy,user_screenshot/manual,,planned,science fiction audiobook; fantasy audiobook,cases/audible-books-and-originals/science-fiction-and-fantasy/,Generic examples only
audible-books-and-originals.science-fiction-and-fantasy.science-fiction-audiobook,audible-books-and-originals.science-fiction-and-fantasy,L4,Science Fiction Audiobook,,science-fiction-audiobook,manual,,placeholder,science fiction audiobook,cases/audible-books-and-originals/science-fiction-and-fantasy/science-fiction-audiobook/,Derived product type
audible-books-and-originals.science-fiction-and-fantasy.fantasy-audiobook,audible-books-and-originals.science-fiction-and-fantasy,L4,Fantasy Audiobook,,fantasy-audiobook,manual,,placeholder,fantasy audiobook,cases/audible-books-and-originals/science-fiction-and-fantasy/fantasy-audiobook/,Derived product type
audible-books-and-originals.sports-and-outdoors,audible-books-and-originals,L2,Sports & Outdoors,运动与户外,sports-and-outdoors,user_screenshot/manual,,planned,sports biography audiobook; outdoor adventure audiobook,cases/audible-books-and-originals/sports-and-outdoors/,Generic examples only
audible-books-and-originals.sports-and-outdoors.sports-biography-audiobook,audible-books-and-originals.sports-and-outdoors,L4,Sports Biography Audiobook,,sports-biography-audiobook,manual,,placeholder,sports biography audiobook,cases/audible-books-and-originals/sports-and-outdoors/sports-biography-audiobook/,Derived product type
audible-books-and-originals.sports-and-outdoors.outdoor-adventure-audiobook,audible-books-and-originals.sports-and-outdoors,L4,Outdoor Adventure Audiobook,,outdoor-adventure-audiobook,manual,,placeholder,outdoor adventure audiobook,cases/audible-books-and-originals/sports-and-outdoors/outdoor-adventure-audiobook/,Derived product type
audible-books-and-originals.teen-and-young-adult,audible-books-and-originals,L2,Teen & Young Adult,青少年读物,teen-and-young-adult,user_screenshot/manual,,planned,young adult audiobook; YA fantasy audio cover,cases/audible-books-and-originals/teen-and-young-adult/,Generic examples only
audible-books-and-originals.teen-and-young-adult.young-adult-audiobook,audible-books-and-originals.teen-and-young-adult,L4,Young Adult Audiobook,,young-adult-audiobook,manual,,placeholder,young adult audiobook,cases/audible-books-and-originals/teen-and-young-adult/young-adult-audiobook/,Derived product type
audible-books-and-originals.teen-and-young-adult.ya-fantasy-audio-cover,audible-books-and-originals.teen-and-young-adult,L4,Ya Fantasy Audio Cover,,ya-fantasy-audio-cover,manual,,placeholder,YA fantasy audio cover,cases/audible-books-and-originals/teen-and-young-adult/ya-fantasy-audio-cover/,Derived product type
audible-books-and-originals.travel-and-tourism,audible-books-and-originals,L2,Travel & Tourism,旅行与旅游,travel-and-tourism,user_screenshot/manual,,planned,travel memoir audiobook; city guide audio cover,cases/audible-books-and-originals/travel-and-tourism/,Generic examples only
audible-books-and-originals.travel-and-tourism.travel-memoir-audiobook,audible-books-and-originals.travel-and-tourism,L4,Travel Memoir Audiobook,,travel-memoir-audiobook,manual,,placeholder,travel memoir audiobook,cases/audible-books-and-originals/travel-and-tourism/travel-memoir-audiobook/,Derived product type
audible-books-and-originals.travel-and-tourism.city-guide-audio-cover,audible-books-and-originals.travel-and-tourism,L4,City Guide Audio Cover,,city-guide-audio-cover,manual,,placeholder,city guide audio cover,cases/audible-books-and-originals/travel-and-tourism/city-guide-audio-cover/,Derived product type
automotive,amazon-best-sellers,L1,Automotive,汽车用品,automotive,user_screenshot/manual,,in_progress,car cleaning cloth; windshield sunshade; car phone mount; LED car light; motorcycle cover,cases/automotive/,Public generic taxonomy
automotive.car-care,automotive,L2,Car Care,汽车护理,car-care,user_screenshot/manual,,planned,car cleaning cloth; interior cleaner; car air freshener,cases/automotive/car-care/,Generic examples only
automotive.car-care.car-cleaning-cloth,automotive.car-care,L4,Car Cleaning Cloth,,car-cleaning-cloth,manual,,placeholder,car cleaning cloth,cases/automotive/car-care/car-cleaning-cloth/,Derived product type
automotive.car-care.interior-cleaner,automotive.car-care,L4,Interior Cleaner,,interior-cleaner,manual,,placeholder,interior cleaner,cases/automotive/car-care/interior-cleaner/,Derived product type
automotive.car-care.car-air-freshener,automotive.car-care,L4,Car Air Freshener,,car-air-freshener,manual,,placeholder,car air freshener,cases/automotive/car-care/car-air-freshener/,Derived product type
automotive.exterior-accessories,automotive,L2,Exterior Accessories,汽车外饰配件,exterior-accessories,user_screenshot/manual,,planned,windshield sunshade; car cover,cases/automotive/exterior-accessories/,Generic examples only
automotive.exterior-accessories.windshield-sunshade,automotive.exterior-accessories,L4,Windshield Sunshade,,windshield-sunshade,manual,,placeholder,windshield sunshade,cases/automotive/exterior-accessories/windshield-sunshade/,Derived product type
automotive.exterior-accessories.car-cover,automotive.exterior-accessories,L4,Car Cover,,car-cover,manual,,placeholder,car cover,cases/automotive/exterior-accessories/car-cover/,Derived product type
automotive.interior-accessories,automotive,L2,Interior Accessories,汽车内饰配件,interior-accessories,user_screenshot/manual,,planned,car phone mount; seat organizer,cases/automotive/interior-accessories/,Generic examples only
automotive.interior-accessories.car-phone-mount,automotive.interior-accessories,L4,Car Phone Mount,,car-phone-mount,manual,,placeholder,car phone mount,cases/automotive/interior-accessories/car-phone-mount/,Derived product type
automotive.interior-accessories.seat-organizer,automotive.interior-accessories,L4,Seat Organizer,,seat-organizer,manual,,placeholder,seat organizer,cases/automotive/interior-accessories/seat-organizer/,Derived product type
automotive.light-and-lighting-accessories,automotive,L2,Light & Lighting Accessories,车灯与照明配件,light-and-lighting-accessories,user_screenshot/manual,,planned,LED car light; headlight bulb,cases/automotive/light-and-lighting-accessories/,Generic examples only
automotive.light-and-lighting-accessories.led-car-light,automotive.light-and-lighting-accessories,L4,Led Car Light,,led-car-light,manual,,placeholder,LED car light,cases/automotive/light-and-lighting-accessories/led-car-light/,Derived product type
